date,wind_speed_max_kmh,wind_direction_dominant_deg,wind_gusts_max_kmh
2025-08-29,20.6,247,50.0
2025-08-30,16.0,234,40.0
2025-08-31,17.7,223,42.5
2025-09-01,15.3,216,38.5
2025-09-02,19.9,239,49.3
2025-09-03,17.6,239,43.9
2025-09-04,21.9,253,53.3
2025-09-05,23.1,258,57.2
2025-09-06,19.2,257,48.2
2025-09-07,17.7,249,43.9
2025-09-08,17.6,234,45.0
2025-09-09,17.6,240,43.9
2025-09-10,22.7,257,53.6
2025-09-11,17.3,241,43.9
2025-09-12,18.4,226,43.9
2025-09-13,23.0,240,55.1
2025-09-14,21.0,246,50.0
2025-09-15,19.2,238,43.9
2025-09-16,15.9,255,39.6
2025-09-17,15.9,234,39.6
2025-09-18,17.6,232,45.4
2025-09-19,15.6,248,40.3
2025-09-20,20.5,253,47.2
2025-09-21,14.7,225,37.1
2025-09-22,15.2,216,36.7
2025-09-23,18.4,254,38.2
2025-09-24,13.3,245,32.8
2025-09-25,22.1,244,51.1
2025-09-26,15.6,227,38.9
2025-09-27,22.7,224,55.1
2025-09-28,16.4,233,41.0
2025-09-29,18.8,213,47.9
2025-09-30,17.6,224,45.4
2025-10-01,15.3,167,36.0
2025-10-02,16.2,253,39.6
2025-10-03,17.7,270,44.3
2025-10-04,13.9,212,36.7
2025-10-05,16.3,240,38.2
2025-10-06,15.7,354,34.9
2025-10-07,16.9,258,39.6
2025-10-08,19.9,223,50.4
2025-10-09,13.6,224,35.6
2025-10-10,16.0,241,42.1
2025-10-11,23.4,279,55.4
2025-10-12,16.5,263,42.1
2025-10-13,24.8,235,59.8
2025-10-14,11.8,41,23.8
2025-10-15,10.4,120,22.7
2025-10-16,15.9,273,38.5
2025-10-17,11.2,219,23.8
2025-10-18,8.2,358,20.5
2025-10-19,15.6,240,37.4
2025-10-20,9.8,47,26.3
2025-10-21,16.9,256,40.7
2025-10-22,16.6,255,42.8
2025-10-23,11.4,249,31.0
2025-10-24,17.7,255,44.3
2025-10-25,20.6,216,48.6
2025-10-26,28.2,216,65.2
2025-10-27,13.3,318,31.0
2025-10-28,10.5,344,25.9
2025-10-29,13.4,319,31.7
2025-10-30,16.5,235,41.4
2025-10-31,13.9,206,35.6
2025-11-01,8.9,198,24.5
2025-11-02,10.4,230,27.7
2025-11-03,14.5,243,35.6
2025-11-04,16.5,180,36.0
2025-11-05,32.1,174,71.3
2025-11-06,11.3,254,26.6
2025-11-07,8.7,249,22.0
2025-11-08,11.1,3,20.9
2025-11-09,11.5,25,27.7
2025-11-10,9.0,11,19.8
2025-11-11,13.2,256,29.5
2025-11-12,22.0,154,44.3
2025-11-13,27.5,172,63.7
2025-11-14,9.9,34,23.8
2025-11-15,19.2,239,37.8
2025-11-16,24.0,199,49.3
2025-11-17,28.9,269,68.8
2025-11-18,18.2,358,39.6
2025-11-19,11.5,168,28.4
2025-11-20,11.3,335,24.5
2025-11-21,10.6,188,22.7
2025-11-22,9.4,278,24.8
2025-11-23,9.9,237,22.7
2025-11-24,12.6,16,31.3
2025-11-25,14.2,16,34.9
2025-11-26,15.9,23,36.7
2025-11-27,14.7,14,32.4
2025-11-28,11.7,11,26.6
2025-11-29,12.8,19,32.8
2025-11-30,11.7,18,28.1
2025-12-01,17.7,32,41.0
2025-12-02,11.1,356,24.5
2025-12-03,15.1,39,31.7
2025-12-04,13.8,21,30.6
2025-12-05,11.4,2,29.5
2025-12-06,11.7,7,27.7
2025-12-07,12.2,10,29.5
2025-12-08,15.2,10,37.1
2025-12-09,14.2,8,34.2
2025-12-10,14.1,5,34.9
2025-12-11,13.7,5,33.5
2025-12-12,14.0,23,31.3
2025-12-13,11.9,16,25.6
2025-12-14,9.5,8,22.7
2025-12-15,12.2,7,29.2
2025-12-16,10.1,15,21.6
2025-12-17,14.3,205,36.0
2025-12-18,6.1,193,13.7
2025-12-19,20.2,178,42.8
2025-12-20,18.4,185,34.6
2025-12-21,27.4,186,54.4
2025-12-22,23.8,196,47.2
2025-12-23,29.5,141,71.3
2025-12-24,35.9,165,81.7
2025-12-25,42.7,185,92.5
2025-12-26,29.1,205,71.6
2025-12-27,14.2,326,32.8
2025-12-28,12.0,52,24.8
2025-12-29,17.7,48,37.4
2025-12-30,16.4,30,38.2
2025-12-31,16.1,36,30.2
2026-01-01,16.5,118,37.8
2026-01-02,31.5,142,66.6
2026-01-03,28.2,184,64.1
2026-01-04,22.3,199,43.6
2026-01-05,24.4,145,51.8
2026-01-06,13.8,26,34.6
2026-01-07,20.2,278,47.2
2026-01-08,21.6,338,45.0
2026-01-09,13.4,52,33.5
2026-01-10,12.8,34,32.8
2026-01-11,10.6,20,26.3
2026-01-12,14.7,14,36.0
2026-01-13,12.1,21,30.2
2026-01-14,14.1,11,33.5
2026-01-15,12.4,36,28.8
